,EPS Estimate,Reported EPS,Surprise(%)
2025-11-02 19:00:00-05:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-24 19:00:00-05:00,0.82,nan,nan
2024-11-03 19:00:00-05:00,0.87,0.9,2.97
2024-07-29 20:00:00-04:00,0.63,0.63,-0.4
2024-04-29 20:00:00-04:00,1.31,1.31,-0.32
2024-02-25 19:00:00-05:00,0.52,0.54,3.7
2023-10-30 20:00:00-04:00,0.75,0.85,13.19
2023-07-31 20:00:00-04:00,0.63,0.7,11.39
2023-05-01 20:00:00-04:00,1.24,1.39,12.07
2023-02-20 19:00:00-05:00,0.63,0.64,2.39
