,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,2.32,2.43,4.97
2024-10-23 20:00:00-04:00,2.04,2.2,7.94
2024-07-31 20:00:00-04:00,2.07,2.08,0.63
2024-04-24 20:00:00-04:00,1.91,2.13,11.34
2024-01-23 19:00:00-05:00,1.8,1.88,4.7
2023-10-25 20:00:00-04:00,1.62,1.64,1.42
2023-08-02 20:00:00-04:00,1.69,1.6,-5.37
2023-04-26 20:00:00-04:00,1.59,1.68,5.88
