,EPS Estimate,Reported EPS,Surprise(%)
2026-01-21 19:00:00-05:00,nan,nan,nan
2025-10-15 20:00:00-04:00,nan,nan,nan
2025-07-16 20:00:00-04:00,nan,nan,nan
2025-04-16 20:00:00-04:00,nan,nan,nan
2025-01-23 19:00:00-05:00,3.04,3.04,0.03
2024-10-17 20:00:00-04:00,3.28,3.49,6.31
2024-07-18 20:00:00-04:00,3.24,3.49,7.58
2024-04-18 20:00:00-04:00,2.96,3.33,12.69
2024-01-25 19:00:00-05:00,2.64,2.62,-0.71
2023-10-19 20:00:00-04:00,2.94,3.3,12.17
2023-07-20 20:00:00-04:00,2.81,2.89,2.96
2023-04-19 20:00:00-04:00,2.66,2.4,-9.61
