,EPS Estimate,Reported EPS,Surprise(%)
2026-01-25 19:00:00-05:00,nan,nan,nan
2025-10-19 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-01-27 19:00:00-05:00,1.69,1.66,-2.01
2024-10-21 20:00:00-04:00,1.82,1.85,1.68
2024-07-22 20:00:00-04:00,2.14,2.13,-0.35
2024-04-29 20:00:00-04:00,2.2,2.27,3.1
2024-01-22 19:00:00-05:00,2.22,2.7,21.51
2023-10-23 20:00:00-04:00,2.12,2.34,10.15
2023-07-24 20:00:00-04:00,2.18,2.33,6.95
2023-04-24 20:00:00-04:00,1.81,2.25,24.23
