,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-03 19:00:00-05:00,1.38,1.27,-8.24
2024-10-28 20:00:00-04:00,1.37,1.84,34.31
2024-07-29 20:00:00-04:00,1.35,1.45,7.25
2024-04-29 20:00:00-04:00,1.29,4.25,228.44
2024-02-05 19:00:00-05:00,1.46,1.02,-29.96
2023-10-25 20:00:00-04:00,1.42,1.36,-4.0
2023-07-26 20:00:00-04:00,1.38,1.55,12.09
2023-04-26 20:00:00-04:00,1.29,2.38,84.85
