,EPS Estimate,Reported EPS,Surprise(%)
2026-01-25 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-01-27 19:00:00-05:00,0.49,0.7,41.99
2024-10-28 20:00:00-04:00,0.54,0.53,-2.08
2024-07-29 20:00:00-04:00,0.47,0.51,7.65
2024-04-29 20:00:00-04:00,0.5,0.51,2.51
2024-01-29 19:00:00-05:00,0.62,0.76,23.46
2023-10-31 20:00:00-04:00,0.67,0.65,-3.46
2023-07-31 20:00:00-04:00,0.59,0.66,12.34
2023-04-24 20:00:00-04:00,0.52,0.5,-3.1
