,EPS Estimate,Reported EPS,Surprise(%)
2025-11-03 19:00:00-05:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-05-04 20:00:00-04:00,nan,nan,nan
2025-02-24 19:00:00-05:00,1.47,nan,nan
2024-11-05 19:00:00-05:00,1.05,0.89,-15.44
2024-08-05 20:00:00-04:00,0.94,0.89,-5.07
2024-05-06 20:00:00-04:00,1.34,1.34,0.36
2024-02-26 19:00:00-05:00,1.12,1.13,1.01
2023-11-02 20:00:00-04:00,1.01,1.08,6.96
2023-08-02 20:00:00-04:00,1.75,1.88,7.34
2023-05-03 20:00:00-04:00,2.77,2.92,5.55
2023-02-27 19:00:00-05:00,2.04,2.35,15.27
