,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,2.5,2.54,1.72
2024-10-29 20:00:00-04:00,2.53,2.65,4.87
2024-07-29 20:00:00-04:00,2.48,2.54,2.44
2024-04-29 20:00:00-04:00,2.36,2.44,3.51
2024-01-31 19:00:00-05:00,2.41,2.42,0.3
2023-10-23 20:00:00-04:00,2.46,2.55,3.76
2023-07-31 20:00:00-04:00,2.39,2.48,3.57
2023-05-01 20:00:00-04:00,2.23,2.33,4.67
