,EPS Estimate,Reported EPS,Surprise(%)
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-27 19:00:00-05:00,0.35,nan,nan
2024-10-30 20:00:00-04:00,0.64,0.71,11.15
2024-07-31 20:00:00-04:00,0.37,0.38,1.72
2024-05-01 20:00:00-04:00,0.34,0.5,45.73
2024-02-25 19:00:00-05:00,0.67,0.73,9.19
2023-11-01 20:00:00-04:00,0.54,0.6,10.98
2023-08-02 20:00:00-04:00,0.22,0.21,-3.45
2023-05-03 20:00:00-04:00,0.23,0.22,-3.21
2023-02-26 19:00:00-05:00,0.46,0.49,5.67
