,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-11-02 19:00:00-05:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-03 19:00:00-05:00,1.15,1.14,-0.7
2024-11-17 19:00:00-05:00,1.24,1.09,-12.1
2024-11-04 19:00:00-05:00,1.24,1.09,-12.1
2024-11-04 19:00:00-05:00,1.25,1.09,-12.46
2024-07-29 20:00:00-04:00,1.22,1.03,-15.33
2024-04-29 20:00:00-04:00,1.36,1.46,7.07
2024-03-11 20:00:00-04:00,1.43,1.36,-5.01
2023-10-23 20:00:00-04:00,1.52,1.63,7.41
