,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-05-04 20:00:00-04:00,nan,nan,nan
2025-02-03 19:00:00-05:00,7.65,7.83,2.33
2024-11-06 19:00:00-05:00,9.29,9.83,5.84
2024-08-05 20:00:00-04:00,8.56,9.0,5.2
2024-05-06 20:00:00-04:00,7.42,7.99,7.65
2024-02-07 19:00:00-05:00,6.41,7.16,11.7
2023-11-08 19:00:00-05:00,7.54,8.03,6.55
2023-08-07 20:00:00-04:00,6.39,7.25,13.45
2023-05-08 20:00:00-04:00,5.45,5.98,9.81
