,EPS Estimate,Reported EPS,Surprise(%)
2025-11-23 19:00:00-05:00,nan,nan,nan
2025-08-19 20:00:00-04:00,nan,nan,nan
2025-05-20 20:00:00-04:00,nan,nan,nan
2025-02-25 19:00:00-05:00,nan,nan,nan
2024-11-25 19:00:00-05:00,1.76,1.89,7.53
2024-08-21 20:00:00-04:00,1.65,1.75,6.19
2024-05-22 20:00:00-04:00,1.58,1.74,9.99
2024-02-25 19:00:00-05:00,1.47,1.57,6.83
2023-11-27 19:00:00-05:00,1.41,1.53,8.41
2023-08-23 20:00:00-04:00,1.26,1.43,13.76
2023-05-24 20:00:00-04:00,1.12,1.31,16.75
2023-02-26 19:00:00-05:00,0.91,0.99,9.29
