,EPS Estimate,Reported EPS,Surprise(%)
2026-01-25 19:00:00-05:00,nan,nan,nan
2025-10-19 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-20 20:00:00-04:00,nan,nan,nan
2025-01-27 19:00:00-05:00,2.53,2.47,-2.49
2024-10-21 20:00:00-04:00,2.5,2.65,5.95
2024-07-22 20:00:00-04:00,2.14,2.2,2.93
2024-04-21 20:00:00-04:00,1.68,1.72,2.51
2024-01-23 19:00:00-05:00,1.83,2.13,16.09
2023-10-22 20:00:00-04:00,1.93,2.05,6.23
2023-07-23 20:00:00-04:00,1.92,2.31,20.06
2023-04-23 20:00:00-04:00,2.27,2.2,-2.96
