,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,3.11,3.12,0.39
2024-10-30 20:00:00-04:00,2.81,2.84,1.06
2024-07-21 20:00:00-04:00,2.57,2.64,2.92
2024-05-01 20:00:00-04:00,2.48,2.54,2.4
2024-02-13 19:00:00-05:00,2.82,2.84,0.68
2023-10-31 20:00:00-04:00,2.44,2.49,1.88
2023-07-31 20:00:00-04:00,2.37,2.43,2.47
2023-04-26 20:00:00-04:00,2.41,2.45,1.73
