,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 19:00:00-05:00,nan,nan,nan
2025-11-03 19:00:00-05:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-11 19:00:00-05:00,-0.7,-1.09,-56.16
2024-11-05 19:00:00-05:00,-0.44,-1.55,-252.78
2024-07-30 20:00:00-04:00,0.41,0.04,-90.18
2024-04-30 20:00:00-04:00,0.27,0.26,-2.33
2024-02-13 19:00:00-05:00,1.01,1.85,83.45
2023-10-31 20:00:00-04:00,3.99,2.74,-31.3
2023-08-01 20:00:00-04:00,4.44,7.33,65.2
2023-05-02 20:00:00-04:00,7.03,10.32,46.86
