,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,0.96,1.01,5.76
2024-10-30 20:00:00-04:00,0.92,1.09,17.91
2024-07-30 20:00:00-04:00,1.01,1.19,17.66
2024-05-01 20:00:00-04:00,0.87,1.03,18.27
2024-02-07 19:00:00-05:00,0.94,0.9,-4.53
2023-11-01 20:00:00-04:00,0.94,0.98,4.56
2023-08-01 20:00:00-04:00,1.08,1.35,24.89
2023-05-03 20:00:00-04:00,1.11,1.09,-1.89
