,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-03 19:00:00-05:00,1.42,1.43,0.63
2024-10-30 20:00:00-04:00,0.7,0.82,16.76
2024-07-30 20:00:00-04:00,0.64,0.67,5.45
2024-04-30 20:00:00-04:00,1.92,1.97,2.6
2024-01-31 19:00:00-05:00,1.08,1.1,1.49
2023-10-30 20:00:00-04:00,0.91,1.0,9.84
2023-07-31 20:00:00-04:00,0.85,0.92,8.67
2023-04-30 20:00:00-04:00,1.59,1.61,0.98
