,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-11-03 19:00:00-05:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-05-05 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,2.32,2.32,-0.09
2024-11-05 19:00:00-05:00,2.12,2.14,0.78
2024-08-05 20:00:00-04:00,1.98,2.14,8.24
2024-05-07 20:00:00-04:00,2.35,2.58,9.79
2024-02-06 19:00:00-05:00,2.17,2.22,2.34
2023-11-06 19:00:00-05:00,2.0,2.03,1.31
2023-07-31 20:00:00-04:00,1.87,2.0,7.1
2023-05-09 20:00:00-04:00,2.15,2.3,7.05
