,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-11-02 19:00:00-05:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,1.02,1.03,1.38
2024-11-03 19:00:00-05:00,1.01,1.01,-0.3
2024-07-28 20:00:00-04:00,1.02,1.06,4.35
2024-05-01 20:00:00-04:00,0.98,1.03,5.37
2024-01-31 19:00:00-05:00,0.95,0.98,3.03
2023-11-08 19:00:00-05:00,0.84,0.89,5.86
2023-07-30 20:00:00-04:00,0.89,0.93,4.43
2023-04-30 20:00:00-04:00,0.88,1.06,20.24
