,EPS Estimate,Reported EPS,Surprise(%)
2026-02-18 19:00:00-05:00,nan,nan,nan
2025-11-19 19:00:00-05:00,nan,nan,nan
2025-08-20 20:00:00-04:00,nan,nan,nan
2025-05-14 20:00:00-04:00,nan,nan,nan
2025-02-19 19:00:00-05:00,nan,nan,nan
2024-11-18 19:00:00-05:00,0.53,0.58,8.82
2024-08-14 20:00:00-04:00,0.65,0.67,3.78
2024-05-15 20:00:00-04:00,0.52,0.6,14.6
2024-02-19 19:00:00-05:00,0.55,0.6,9.41
2023-11-15 19:00:00-05:00,1.52,1.53,0.38
2023-08-16 20:00:00-04:00,1.71,1.84,7.91
2023-05-17 20:00:00-04:00,1.32,1.47,11.43
