,EPS Estimate,Reported EPS,Surprise(%)
2026-02-16 19:00:00-05:00,nan,nan,nan
2025-11-03 19:00:00-05:00,nan,nan,nan
2025-08-04 20:00:00-04:00,nan,nan,nan
2025-05-06 20:00:00-04:00,nan,nan,nan
2025-02-18 19:00:00-05:00,2.53,2.66,5.06
2024-11-05 19:00:00-05:00,2.43,2.59,6.76
2024-08-06 20:00:00-04:00,2.39,2.8,16.96
2024-05-08 20:00:00-04:00,2.07,2.27,9.72
2024-02-13 19:00:00-05:00,2.4,2.46,2.4
2023-11-07 19:00:00-05:00,2.37,2.72,14.85
2023-08-08 20:00:00-04:00,2.64,2.69,1.96
2023-05-10 20:00:00-04:00,2.59,2.78,7.4
