,EPS Estimate,Reported EPS,Surprise(%)
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-19 19:00:00-05:00,0.67,nan,nan
2024-10-30 20:00:00-04:00,0.67,0.7,4.7
2024-07-30 20:00:00-04:00,0.68,0.71,4.94
2024-04-30 20:00:00-04:00,0.66,0.57,-14.23
2024-02-21 19:00:00-05:00,0.65,0.72,10.28
2023-10-24 20:00:00-04:00,0.63,0.55,-12.35
2023-07-25 20:00:00-04:00,0.62,0.69,11.17
2023-04-30 20:00:00-04:00,0.56,0.52,-7.36
2023-02-22 19:00:00-05:00,0.58,0.63,8.25
