,EPS Estimate,Reported EPS,Surprise(%)
2026-02-16 19:00:00-05:00,nan,nan,nan
2025-11-03 19:00:00-05:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-04-30 20:00:00-04:00,nan,nan,nan
2025-02-18 19:00:00-05:00,0.89,0.89,0.56
2024-11-05 19:00:00-05:00,0.62,0.7,13.25
2024-08-05 20:00:00-04:00,0.58,0.62,6.6
2024-05-02 20:00:00-04:00,0.62,0.64,3.38
2024-02-11 19:00:00-05:00,0.59,0.63,6.26
2023-10-31 20:00:00-04:00,0.6,0.68,13.41
2023-08-02 20:00:00-04:00,0.59,0.64,8.96
2023-05-02 20:00:00-04:00,0.67,0.72,7.78
