,EPS Estimate,Reported EPS,Surprise(%)
2025-11-05 19:00:00-05:00,nan,nan,nan
2025-08-05 20:00:00-04:00,nan,nan,nan
2025-05-04 20:00:00-04:00,nan,nan,nan
2025-02-25 19:00:00-05:00,1.04,nan,nan
2024-11-07 19:00:00-05:00,2.0,1.9,-4.9
2024-08-07 20:00:00-04:00,1.55,3.37,117.84
2024-05-06 20:00:00-04:00,0.66,2.31,248.15
2024-02-27 19:00:00-05:00,3.01,2.02,-32.89
2023-11-01 20:00:00-04:00,4.04,1.41,-65.08
2023-08-07 20:00:00-04:00,2.47,1.25,-49.32
2023-05-03 20:00:00-04:00,1.05,-5.82,-654.29
2023-02-15 19:00:00-05:00,-1.33,-4.45,-233.75
