,EPS Estimate,Reported EPS,Surprise(%)
2026-02-10 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-12 19:00:00-05:00,0.27,0.51,91.01
2024-10-23 20:00:00-04:00,0.28,0.09,-68.28
2024-07-24 20:00:00-04:00,0.25,0.2,-19.6
2024-05-02 20:00:00-04:00,0.24,0.82,246.47
2024-02-14 19:00:00-05:00,0.26,0.08,-68.7
2023-10-25 20:00:00-04:00,0.25,0.08,-67.74
2023-07-26 20:00:00-04:00,0.27,0.37,39.25
2023-04-26 20:00:00-04:00,0.22,0.19,-13.64
