,EPS Estimate,Reported EPS,Surprise(%)
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-23 19:00:00-05:00,0.42,nan,nan
2024-10-30 20:00:00-04:00,0.34,0.32,-5.44
2024-07-31 20:00:00-04:00,0.39,0.37,-5.94
2024-05-01 20:00:00-04:00,0.41,0.51,22.94
2024-02-21 19:00:00-05:00,0.55,0.52,-6.1
2023-11-05 19:00:00-05:00,0.44,0.5,13.94
2023-08-06 20:00:00-04:00,0.34,0.39,14.41
2023-05-03 20:00:00-04:00,0.7,0.87,23.66
2023-02-21 19:00:00-05:00,1.1,1.16,5.05
