,EPS Estimate,Reported EPS,Surprise(%)
2026-01-25 19:00:00-05:00,nan,nan,nan
2025-10-19 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-01-27 19:00:00-05:00,1.89,1.92,1.53
2024-10-21 20:00:00-04:00,2.43,2.96,21.59
2024-07-22 20:00:00-04:00,2.75,3.06,11.29
2024-04-22 20:00:00-04:00,2.15,2.62,22.09
2024-01-29 19:00:00-05:00,1.16,1.24,6.84
2023-10-23 20:00:00-04:00,1.88,2.28,21.37
2023-07-24 20:00:00-04:00,1.85,1.91,3.02
2023-04-24 20:00:00-04:00,1.73,2.21,27.57
