,EPS Estimate,Reported EPS,Surprise(%)
2025-11-23 19:00:00-05:00,nan,nan,nan
2025-08-25 20:00:00-04:00,nan,nan,nan
2025-06-03 20:00:00-04:00,nan,nan,nan
2025-02-26 19:00:00-05:00,nan,nan,nan
2024-11-25 19:00:00-05:00,2.51,2.76,9.99
2024-08-27 20:00:00-04:00,2.17,2.44,12.36
2024-06-05 20:00:00-04:00,2.33,2.66,14.2
2024-02-26 19:00:00-05:00,2.27,2.48,9.2
2023-12-04 19:00:00-05:00,2.47,2.59,4.86
2023-08-28 20:00:00-04:00,2.04,2.21,8.19
2023-06-05 20:00:00-04:00,2.37,2.64,11.22
2023-02-27 19:00:00-05:00,2.12,2.21,4.14
