,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-11-02 19:00:00-05:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-03 19:00:00-05:00,0.02,0.77,4429.41
2024-11-04 19:00:00-05:00,0.98,1.87,89.96
2024-08-05 20:00:00-04:00,3.09,4.12,33.47
2024-04-29 20:00:00-04:00,2.42,2.58,6.68
2024-01-29 19:00:00-05:00,2.2,3.98,80.85
2023-10-30 20:00:00-04:00,7.75,8.14,5.08
2023-07-31 20:00:00-04:00,4.59,5.32,16.0
2023-05-01 20:00:00-04:00,5.74,6.09,6.08
