,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-10-20 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,1.17,1.23,5.58
2024-10-22 20:00:00-04:00,1.42,1.43,0.89
2024-07-23 20:00:00-04:00,1.45,1.48,1.85
2024-04-23 20:00:00-04:00,1.34,1.34,-0.08
2024-01-30 19:00:00-05:00,2.85,2.94,3.19
2023-10-24 20:00:00-04:00,2.92,3.09,5.95
2023-07-25 20:00:00-04:00,2.65,2.65,0.02
2023-04-25 20:00:00-04:00,2.7,2.58,-4.39
