,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-03 19:00:00-05:00,3.25,2.96,-8.81
2024-10-29 20:00:00-04:00,3.48,3.48,0.01
2024-07-31 20:00:00-04:00,3.45,3.39,-1.76
2024-04-29 20:00:00-04:00,3.13,3.12,-0.35
2024-02-05 19:00:00-05:00,2.61,2.58,-0.97
2023-10-31 20:00:00-04:00,3.13,3.44,9.82
2023-07-31 20:00:00-04:00,3.01,2.94,-2.28
2023-05-01 20:00:00-04:00,2.93,2.66,-9.2
