,EPS Estimate,Reported EPS,Surprise(%)
2025-11-18 19:00:00-05:00,nan,nan,nan
2025-09-01 20:00:00-04:00,nan,nan,nan
2025-05-13 20:00:00-04:00,nan,nan,nan
2025-02-19 19:00:00-05:00,nan,nan,nan
2024-11-20 19:00:00-05:00,0.37,0.37,1.09
2024-09-03 20:00:00-04:00,0.36,0.33,-9.14
2024-05-15 20:00:00-04:00,0.39,0.39,1.14
2024-02-21 19:00:00-05:00,0.35,0.33,-4.78
2023-11-15 19:00:00-05:00,0.33,0.34,4.62
2023-09-13 20:00:00-04:00,0.32,0.34,4.88
2023-05-16 20:00:00-04:00,0.64,0.72,12.48
2023-02-19 19:00:00-05:00,0.57,0.61,6.33
