,EPS Estimate,Reported EPS,Surprise(%)
2025-10-13 20:00:00-04:00,nan,nan,nan
2025-07-14 20:00:00-04:00,nan,nan,nan
2025-04-14 20:00:00-04:00,nan,nan,nan
2025-02-23 19:00:00-05:00,0.44,nan,nan
2024-10-15 20:00:00-04:00,0.67,0.7,5.12
2024-07-16 20:00:00-04:00,0.54,0.58,6.66
2024-04-16 20:00:00-04:00,0.71,0.71,0.35
2024-01-23 19:00:00-05:00,0.75,0.83,10.01
2023-10-17 20:00:00-04:00,0.78,0.61,-21.74
2023-07-18 20:00:00-04:00,1.05,1.05,0.08
2023-04-18 20:00:00-04:00,0.91,0.97,7.11
2023-01-24 19:00:00-05:00,0.98,0.95,-2.67
