,EPS Estimate,Reported EPS,Surprise(%)
2026-01-28 19:00:00-05:00,nan,nan,nan
2025-11-02 19:00:00-05:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-05-05 20:00:00-04:00,nan,nan,nan
2025-01-30 19:00:00-05:00,1.47,1.56,5.91
2024-11-04 19:00:00-05:00,0.97,1.0,3.09
2024-08-05 20:00:00-04:00,3.49,3.5,0.33
2024-05-07 20:00:00-04:00,2.24,2.23,-0.26
2024-01-31 19:00:00-05:00,0.89,0.92,3.04
2023-11-01 20:00:00-04:00,0.97,1.09,12.87
2023-08-07 20:00:00-04:00,3.11,3.21,3.31
2023-05-01 20:00:00-04:00,2.02,2.05,1.27
