,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-20 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,2.53,2.75,8.65
2024-10-23 20:00:00-04:00,1.63,1.76,8.21
2024-07-22 20:00:00-04:00,1.99,1.79,-10.07
2024-04-22 20:00:00-04:00,1.29,1.43,11.17
2024-01-29 19:00:00-05:00,2.46,2.47,0.38
2023-10-25 20:00:00-04:00,1.52,1.57,3.13
2023-08-07 20:00:00-04:00,2.5,2.54,1.78
2023-04-24 20:00:00-04:00,2.21,2.2,-0.44
