,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-13 20:00:00-04:00,nan,nan,nan
2025-07-15 20:00:00-04:00,nan,nan,nan
2025-04-15 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,1.65,1.61,-2.37
2024-10-15 20:00:00-04:00,2.15,2.13,-0.84
2024-07-17 20:00:00-04:00,2.48,2.5,0.7
2024-04-17 20:00:00-04:00,1.86,1.86,nan
2024-01-17 19:00:00-05:00,1.5,1.53,2.18
2023-10-17 20:00:00-04:00,1.94,2.07,6.94
2023-07-19 20:00:00-04:00,2.14,2.25,5.29
2023-04-19 20:00:00-04:00,1.54,1.82,18.56
