,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-11 19:00:00-05:00,0.02,0.13,622.22
2024-10-29 20:00:00-04:00,-0.03,0.05,253.85
2024-07-31 20:00:00-04:00,0.02,0.05,150.0
2024-04-30 20:00:00-04:00,-0.33,-0.03,90.8
2024-02-13 19:00:00-05:00,-0.14,-0.23,-61.0
2023-11-01 20:00:00-04:00,-0.01,-0.18,-1520.16
2023-08-02 20:00:00-04:00,0.02,0.18,800.0
2023-05-07 20:00:00-04:00,-0.1,0.04,139.66
