,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-29 20:00:00-04:00,nan,nan,nan
2025-07-30 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,0.02,-0.02,-183.33
2024-10-30 20:00:00-04:00,0.26,0.44,70.32
2024-07-23 20:00:00-04:00,0.41,0.55,33.24
2024-04-24 20:00:00-04:00,0.22,0.17,-23.56
2024-01-31 19:00:00-05:00,0.34,0.41,19.29
2023-10-25 20:00:00-04:00,0.58,0.64,10.75
2023-07-26 20:00:00-04:00,0.38,0.59,56.27
2023-04-26 20:00:00-04:00,0.45,0.53,16.51
