,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-03 19:00:00-05:00,0.66,0.65,-1.07
2024-10-28 20:00:00-04:00,0.85,0.99,16.55
2024-07-29 20:00:00-04:00,0.79,0.86,9.13
2024-04-29 20:00:00-04:00,0.89,0.95,7.13
2024-01-29 19:00:00-05:00,0.78,0.84,8.09
2023-10-31 20:00:00-04:00,0.79,0.82,4.38
2023-07-26 20:00:00-04:00,0.69,0.76,10.68
2023-04-26 20:00:00-04:00,0.8,0.89,11.24
