,EPS Estimate,Reported EPS,Surprise(%)
2026-01-25 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-20 20:00:00-04:00,nan,nan,nan
2025-01-27 19:00:00-05:00,5.44,6.02,10.68
2024-10-28 20:00:00-04:00,4.98,5.72,14.76
2024-07-22 20:00:00-04:00,5.15,5.38,4.47
2024-04-22 20:00:00-04:00,5.31,5.41,1.98
2024-01-29 19:00:00-05:00,5.12,5.54,8.15
2023-10-23 20:00:00-04:00,4.44,4.95,11.54
2023-07-24 20:00:00-04:00,4.41,4.92,11.45
2023-04-24 20:00:00-04:00,4.45,4.41,-0.86
